Dataset,Pretext Dataset,Phase,Loss,Accuracy,F1 Score,Weighted F1 Score,Best Epoch
UCI_raw_g,UCI_raw_g_k_28_lr_0.0005_bs_64.pkl,train,0.06386078008462691,0.9747218934911243,0.9755257567930452,0.974713493548047,10
UCI_raw_g,UCI_raw_g_k_28_lr_0.0005_bs_64.pkl,val,0.3522404660862819,0.9240246406570842,0.9239068249351668,0.9223635401623363,10
UCI_raw_g,UCI_raw_g_k_28_lr_0.0005_bs_64.pkl,test,0.304579676647444,0.9081081081081082,0.9109835870165327,0.9090528549943981,10
UCI_raw_g,UCI_raw_g_k_28_lr_0.0005_bs_64.pkl,train,0.06164332008714506,0.9751952662721893,0.9760258375785504,0.9751866694796321,11
UCI_raw_g,UCI_raw_g_k_28_lr_0.0005_bs_64.pkl,val,0.33890690499487025,0.9291581108829569,0.9292624666037278,0.9276914168949716,11
UCI_raw_g,UCI_raw_g_k_28_lr_0.0005_bs_64.pkl,test,0.37948261461145166,0.891722972972973,0.8947466494362054,0.8928914735298392,11
