Epoch,Phase,Loss,Accuracy,Mean F1-score,Weighted F1-score
115,test,0.5152391478663585,0.867827868852459,0.8734401477204449,0.8675936181042553
116,train,0.05375886565246757,0.9782008429007412,0.9799649466534669,0.9782075422456172
116,val,0.5270813573692844,0.8630705394190872,0.8712502525007283,0.8627671204071327
116,test,0.49530327710949007,0.8683401639344263,0.8739748960600471,0.8682006159093298
117,train,0.05001964423869901,0.9795087923266967,0.9811492883720396,0.9795131957462754
117,val,0.5225916574110134,0.8672199170124482,0.8751151897480108,0.8669252138070228
117,test,0.49424184345808186,0.8642418032786885,0.8699980246968415,0.8640872208734713
118,train,0.05064134146055065,0.9796541200406917,0.9812969790403694,0.9796669123336083
118,val,0.517639075201082,0.8682572614107884,0.8760790619162332,0.8679773207899936
118,test,0.4970643823264075,0.8693647540983607,0.874773977803228,0.8691336423150515
119,train,0.04895298191788948,0.9805260863246621,0.9821106392096306,0.980529417925567
119,val,0.5465322591951773,0.8630705394190872,0.8711989400055067,0.8625542467259629
119,test,0.5162830792489599,0.8703893442622951,0.8760457320060298,0.8702898290636977
120,train,0.04671492045421774,0.9819793634646127,0.9834562694298216,0.9819832557750614
120,val,0.5444886904534463,0.8609958506224067,0.8693037804812637,0.8605769108580805
120,test,0.49996403885669394,0.8683401639344263,0.8740602892964947,0.868212391785867
121,train,0.04647699587968542,0.9809620694666473,0.9825193173429417,0.980964745716628
121,val,0.5486368250055432,0.8620331950207469,0.8702852076343683,0.8617129896108002
121,test,0.5046589452712262,0.867827868852459,0.8733869195196273,0.8676661916560884
122,train,0.04800889115034018,0.9813980526086324,0.9829086786585618,0.9814020844074636
122,val,0.5310636079904945,0.8703319502074689,0.8780148566261532,0.8700299506178067
122,test,0.5085718240894255,0.8668032786885246,0.8724501537425631,0.8665813414805028
123,train,0.046988356342549206,0.9829966574625781,0.9843787515673592,0.9830015392584501
123,val,0.5414975807379885,0.8703319502074689,0.8780128272077035,0.8699980258726624
123,test,0.526999234176073,0.867827868852459,0.8735612656138472,0.8676615077964428
124,train,0.049124662771273135,0.9811073971806423,0.9826535218316417,0.9811142165663803
124,val,0.5380785627236505,0.8724066390041494,0.8798022863358455,0.872141410563935
124,test,0.5095852437566538,0.8709016393442623,0.8761633251415899,0.8706301841298908
125,train,0.04490693088617111,0.9837232960325534,0.985051927727984,0.9837241788741222
125,val,0.5470676738691528,0.8661825726141079,0.8741465143610926,0.8658984433929884
125,test,0.5156293814299536,0.8698770491803278,0.875387668652688,0.8696719626758064
126,train,0.045550025847957434,0.9816887080366226,0.9831645493583163,0.9816937358949501
126,val,0.5493533616244051,0.8599585062240664,0.8682560065707587,0.8593357577942927
126,test,0.5073972510509803,0.8642418032786885,0.8699520917636983,0.8639887762122622
127,train,0.04080388759968153,0.9838686237465485,0.9851380438015467,0.9838698237486022
127,val,0.5457245702565459,0.8641078838174274,0.8721952948488975,0.8636743934668095
127,test,0.516998432698797,0.8724385245901639,0.877881900099726,0.8723662565971337
128,train,0.044368429285134535,0.980090103182677,0.9817167736756465,0.9800919463959947
128,val,0.5456944211884653,0.8672199170124482,0.875058057037687,0.8669858216190305
128,test,0.5159707401619583,0.8693647540983607,0.8748888209292065,0.8692564343046897
129,train,0.04130883933103305,0.9841592791745386,0.9854301943795782,0.9841664920769391
129,val,0.5456454071266522,0.8682572614107884,0.876082444378207,0.8679507103660551
129,test,0.5144643353634193,0.8719262295081968,0.8773423098377171,0.8717945599174395
130,train,0.04494224031289473,0.9831419851765731,0.984501283137892,0.983145140511508
130,val,0.5648607939358075,0.8703319502074689,0.877970185535825,0.8701008947284041
130,test,0.5333302118739144,0.8724385245901639,0.8777965527865925,0.8723068800378575
131,train,0.0462860883412675,0.9818340357506177,0.983304590263665,0.9818354403395717
131,val,0.5435302398511483,0.8713692946058091,0.8788987602216201,0.8711433089685431
131,test,0.5349183385489417,0.8703893442622951,0.8757363596793339,0.8701741582301277
132,train,0.0437374247879314,0.9815433803226276,0.9830229792286728,0.9815502381899447
132,val,0.5664386772763185,0.8692946058091287,0.877030381466402,0.8690456723538055
132,test,0.5301872091215165,0.8703893442622951,0.8759022241067953,0.8701879160538948
133,train,0.05147175057745832,0.9815433803226276,0.9829732194723471,0.9815456367926737
133,val,0.5589168509507081,0.8609958506224067,0.8689466703402214,0.8604808934522354
133,test,0.51839451907111,0.8673155737704918,0.8730427388066317,0.8670795967081466
134,train,0.042991157001526774,0.9835779683185584,0.984922007259506,0.9835806489869197
134,val,0.5497475082201582,0.8651452282157677,0.873011309369554,0.8648828754904626
134,test,0.510110794520769,0.8683401639344263,0.8736037747779642,0.8679846174593526
135,train,0.04608824889029013,0.9816887080366226,0.9831864312850292,0.9816956052709713
135,val,0.5498743344144702,0.8651452282157677,0.8731645419711087,0.8648886424331818
135,test,0.5195299054755539,0.8647540983606558,0.8702709809547375,0.8644681227450766
136,train,0.04066810838400651,0.9866298503124545,0.9876991558818451,0.9866354552977304
136,val,0.5511493441722205,0.8724066390041494,0.8797314331516249,0.8721393003994493
136,test,0.5201321752344976,0.8719262295081968,0.8769162860200932,0.871522485983049
137,train,0.04737911045458181,0.9822700188926028,0.9837253821542837,0.9822748405902733
137,val,0.5588333826836709,0.8703319502074689,0.8780055213012841,0.8699604198786349
137,test,0.517029845323719,0.8657786885245902,0.8715009474537385,0.8655076780084415
138,train,0.04025189346710864,0.9838686237465485,0.9851849892323724,0.9838692853627027
138,val,0.5554247609807248,0.8703319502074689,0.8781674134073713,0.8700626898064746
138,test,0.5221496752051057,0.8729508196721312,0.8783333498521646,0.8728204749587104
139,train,0.038250432352313055,0.9843046068885336,0.9855495604315673,0.9843079873496617
139,val,0.5471845896164906,0.8620331950207469,0.870256921815782,0.8617778995814169
139,test,0.526332793665714,0.8673155737704918,0.8729117338923414,0.8671613565967929
140,train,0.03759002250812373,0.9864845225984595,0.9875321076650853,0.9864862247096086
140,val,0.545220484872082,0.8682572614107884,0.8760790619162332,0.8679773207899936
140,test,0.5243448654159171,0.8688524590163934,0.8744348941085948,0.8687171665349719
141,train,0.03448617069681116,0.9857578840284842,0.9868741610185463,0.9857635754278847
141,val,0.5830406855745435,0.8609958506224067,0.8692871140460792,0.8605256764479512
141,test,0.5421131272784999,0.8657786885245902,0.871614986733805,0.8656378468187934
142,train,0.0376569196308981,0.9866298503124545,0.9877123886736643,0.9866335746560145
142,val,0.5848201216503792,0.8661825726141079,0.8741494013160379,0.8658695369363781
142,test,0.5435287923109337,0.867827868852459,0.8735038429007208,0.8676557847982579
143,train,0.037354394447563555,0.9853219008864991,0.9865181763863994,0.985321693667236
143,val,0.5825821109332484,0.8672199170124482,0.8751151897480108,0.8669252138070228
143,test,0.5368533114917943,0.8698770491803278,0.8755308071710592,0.8697071401724312
144,train,0.03843058582815974,0.985176573172504,0.9863865770379855,0.9851773771889328
144,val,0.6034774265843308,0.8661825726141079,0.8741500321302608,0.8658714701143034
144,test,0.5421596433295578,0.8709016393442623,0.8764818332412023,0.8707685690977417
145,train,0.03760399145507705,0.9859032117424793,0.9870058638256566,0.9859084219862737
145,val,0.6027356376291805,0.8672199170124482,0.875109033176295,0.8669490953587909
145,test,0.5575306073563998,0.8698770491803278,0.8755072117186401,0.8698133571817592
146,train,0.03648458568920942,0.987792472024415,0.988791860844984,0.9877945989746838
146,val,0.5708522091762653,0.8651452282157677,0.8733396979890564,0.864854428103691
146,test,0.5407439069669755,0.8657786885245902,0.8716167048715355,0.8657094607460929
147,train,0.03988338458583099,0.9835779683185584,0.9849091777203487,0.983577825864352
147,val,0.5855055980662587,0.8703319502074689,0.8780902170204277,0.870099726134062
147,test,0.5395092602635994,0.8703893442622951,0.8758928218449235,0.8702910630567905
148,train,0.03586314994148296,0.9869205057404447,0.9879824460080032,0.986925462748663
148,val,0.5937821424848311,0.8620331950207469,0.8704435150601915,0.8617229358148955
148,test,0.539642695520745,0.8647540983606558,0.8703786507839727,0.8644683006993555
149,train,0.04014424105182825,0.9838686237465485,0.9851670199701308,0.983868624238421
149,val,0.5828834009121068,0.8672199170124482,0.8751363430674773,0.8669718772106737
149,test,0.5481255132643903,0.8642418032786885,0.8697461590588936,0.8639575828015392
