percentage,metric,value
60,loss,0.8236099639502905
60,accuracy,0.8067041007316658
60,f1_score,0.777917258368766
60,confusion_matrix,"[[6.09009009e-01 1.36036036e-01 9.00900901e-04 3.60360360e-03
  2.14414414e-01 3.60360360e-02]
 [1.71212121e-01 6.43181818e-01 1.51515152e-03 9.84848485e-03
  1.72727273e-01 1.51515152e-03]
 [1.02774923e-03 4.11099692e-03 9.57177115e-01 3.73415553e-02
  0.00000000e+00 3.42583076e-04]
 [1.20336943e-03 3.61010830e-03 2.43080626e-01 7.51704773e-01
  4.01123145e-04 0.00000000e+00]
 [7.30215827e-02 6.04316547e-02 0.00000000e+00 3.23741007e-03
  8.37769784e-01 2.55395683e-02]
 [9.01060071e-02 2.20848057e-02 0.00000000e+00 8.83392226e-04
  3.88692580e-02 8.48056537e-01]]"
