percentage,metric,value
50,loss,1.275564839542948
50,accuracy,0.5852256115388363
50,f1_score,0.5117716803018568
50,confusion_matrix,"[[6.10767032e-01 2.32491663e-01 1.50547880e-01 4.76417342e-04
  9.52834683e-04 4.28775607e-03 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 4.76417342e-04
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [3.54315689e-01 5.80829757e-01 2.14592275e-02 0.00000000e+00
  0.00000000e+00 4.24415832e-02 9.53743443e-04 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [1.63546798e-01 2.41379310e-02 6.61083744e-01 6.40394089e-02
  3.89162562e-02 2.01970443e-02 2.41379310e-02 1.47783251e-03
  4.92610837e-04 0.00000000e+00 1.97044335e-03 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [4.53514739e-04 0.00000000e+00 2.31292517e-02 7.73242630e-01
  1.54195011e-02 4.53514739e-04 4.76190476e-02 5.21541950e-02
  0.00000000e+00 3.17460317e-03 9.07029478e-04 1.81405896e-02
  5.44217687e-03 1.04308390e-02 0.00000000e+00 3.62811791e-02
  1.13378685e-02 1.81405896e-03]
 [3.65691489e-03 3.32446809e-04 6.48271277e-02 3.52393617e-02
  7.30385638e-01 1.29654255e-02 4.02260638e-02 4.82047872e-02
  2.99202128e-03 4.98670213e-03 4.12234043e-02 5.31914894e-03
  9.97340426e-04 6.64893617e-04 0.00000000e+00 6.64893617e-03
  1.32978723e-03 0.00000000e+00]
 [3.41099720e-01 2.70270270e-01 8.06150979e-02 4.65983225e-04
  1.39794967e-03 3.05219012e-01 4.65983225e-04 4.65983225e-04
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [1.12866817e-03 5.64334086e-04 5.86907449e-02 1.54063205e-01
  5.64334086e-02 9.02934537e-03 5.96501129e-01 4.96613995e-02
  0.00000000e+00 4.51467269e-03 3.89390519e-02 2.82167043e-03
  2.25733634e-03 5.64334086e-04 0.00000000e+00 2.20090293e-02
  1.69300226e-03 1.12866817e-03]
 [0.00000000e+00 0.00000000e+00 7.82190132e-03 1.41395909e-01
  9.86762936e-02 0.00000000e+00 1.28760529e-01 4.93381468e-01
  1.20336943e-03 1.68471721e-02 4.21179302e-02 1.26353791e-02
  1.02286402e-02 3.61010830e-03 6.01684717e-04 3.24909747e-02
  1.02286402e-02 0.00000000e+00]
 [0.00000000e+00 0.00000000e+00 6.33914422e-03 1.42630745e-02
  2.06022187e-02 1.58478605e-03 7.92393027e-03 2.37717908e-02
  6.03803487e-01 1.58478605e-03 7.92393027e-03 2.69413629e-02
  1.90174326e-02 0.00000000e+00 1.22028526e-01 4.75435816e-02
  9.19175911e-02 4.75435816e-03]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 3.81679389e-02
  1.10687023e-01 0.00000000e+00 1.52671756e-01 2.36641221e-01
  3.81679389e-03 3.09160305e-01 6.87022901e-02 3.81679389e-02
  3.81679389e-03 0.00000000e+00 0.00000000e+00 1.52671756e-02
  1.14503817e-02 1.14503817e-02]
 [1.49031297e-03 0.00000000e+00 3.87481371e-02 2.98062593e-02
  1.78837556e-01 1.49031297e-03 1.87779434e-01 4.17287630e-02
  0.00000000e+00 5.96125186e-03 5.12667660e-01 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 1.49031297e-03
  0.00000000e+00 0.00000000e+00]
 [1.94174757e-03 0.00000000e+00 0.00000000e+00 2.91262136e-02
  3.88349515e-03 0.00000000e+00 0.00000000e+00 1.35922330e-02
  3.88349515e-03 0.00000000e+00 0.00000000e+00 7.06796117e-01
  3.88349515e-03 2.13592233e-02 0.00000000e+00 1.26213592e-01
  8.15533981e-02 7.76699029e-03]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 3.11111111e-02
  1.33333333e-02 0.00000000e+00 8.88888889e-03 1.46666667e-01
  0.00000000e+00 4.44444444e-03 0.00000000e+00 4.88888889e-02
  4.66666667e-01 0.00000000e+00 2.22222222e-02 7.11111111e-02
  1.60000000e-01 2.66666667e-02]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 7.94392523e-02
  0.00000000e+00 0.00000000e+00 9.34579439e-03 3.27102804e-02
  4.67289720e-03 4.67289720e-03 0.00000000e+00 3.13084112e-01
  0.00000000e+00 2.57009346e-01 4.67289720e-03 1.96261682e-01
  3.27102804e-02 6.54205607e-02]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 5.20833333e-03
  5.20833333e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
  1.40625000e-01 5.20833333e-03 0.00000000e+00 0.00000000e+00
  5.20833333e-03 0.00000000e+00 7.60416667e-01 0.00000000e+00
  4.68750000e-02 3.12500000e-02]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 2.61437908e-02
  0.00000000e+00 0.00000000e+00 1.30718954e-02 1.30718954e-02
  1.30718954e-02 0.00000000e+00 6.53594771e-03 2.22222222e-01
  1.30718954e-02 1.96078431e-02 5.22875817e-02 4.05228758e-01
  1.83006536e-01 3.26797386e-02]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.38888889e-02
  0.00000000e+00 0.00000000e+00 0.00000000e+00 6.94444444e-03
  2.08333333e-02 0.00000000e+00 0.00000000e+00 9.72222222e-02
  0.00000000e+00 3.47222222e-02 4.37500000e-01 4.86111111e-02
  2.43055556e-01 9.72222222e-02]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.31048387e-01
  0.00000000e+00 0.00000000e+00 4.63709677e-02 5.84677419e-02
  2.62096774e-02 1.20967742e-02 2.01612903e-03 6.85483871e-02
  1.61290323e-02 1.61290323e-02 3.83064516e-02 8.87096774e-02
  1.71370968e-01 3.24596774e-01]]"
