percentage,metric,value
50,loss,0.6487361343270585
50,accuracy,0.8355910729948348
50,f1_score,0.7816125681491721
50,confusion_matrix,"[[7.96093378e-01 8.67079562e-02 6.05050024e-02 3.33492139e-03
  9.52834683e-04 4.85945688e-02 1.42925202e-03 9.52834683e-04
  9.52834683e-04 4.76417342e-04 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [1.81688126e-01 6.57606104e-01 4.72103004e-02 4.76871722e-04
  4.76871722e-04 1.11587983e-01 4.76871722e-04 4.76871722e-04
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [3.69458128e-02 1.03448276e-02 8.28078818e-01 4.53201970e-02
  1.42857143e-02 2.66009852e-02 2.66009852e-02 2.95566502e-03
  0.00000000e+00 0.00000000e+00 8.37438424e-03 0.00000000e+00
  0.00000000e+00 0.00000000e+00 4.92610837e-04 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [9.07029478e-04 0.00000000e+00 4.08163265e-03 8.88888889e-01
  6.80272109e-03 0.00000000e+00 2.35827664e-02 2.22222222e-02
  0.00000000e+00 0.00000000e+00 0.00000000e+00 7.25623583e-03
  5.44217687e-03 7.70975057e-03 1.36054422e-03 1.81405896e-02
  1.08843537e-02 2.72108844e-03]
 [2.99202128e-03 3.32446809e-04 8.97606383e-03 7.97872340e-03
  9.28523936e-01 9.97340426e-04 1.82845745e-02 1.19680851e-02
  2.99202128e-03 9.97340426e-04 1.52925532e-02 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 3.32446809e-04
  3.32446809e-04 0.00000000e+00]
 [6.43056850e-02 1.29543336e-01 2.60950606e-02 4.65983225e-04
  4.19384902e-03 7.73066170e-01 1.86393290e-03 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 4.65983225e-04
  0.00000000e+00 0.00000000e+00]
 [5.64334086e-04 5.64334086e-04 5.07900677e-03 1.07223476e-02
  4.51467269e-03 3.38600451e-03 9.44130926e-01 2.03160271e-02
  5.64334086e-04 5.64334086e-04 5.07900677e-03 1.12866817e-03
  0.00000000e+00 0.00000000e+00 5.64334086e-04 1.69300226e-03
  1.12866817e-03 0.00000000e+00]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 9.62695548e-03
  8.42358604e-03 0.00000000e+00 5.11432010e-02 9.06137184e-01
  1.20336943e-03 6.01684717e-03 4.21179302e-03 6.01684717e-04
  1.20336943e-03 0.00000000e+00 2.40673887e-03 9.02527076e-03
  0.00000000e+00 0.00000000e+00]
 [1.58478605e-03 0.00000000e+00 0.00000000e+00 4.75435816e-03
  9.50871632e-03 0.00000000e+00 6.33914422e-03 7.92393027e-03
  9.66719493e-01 0.00000000e+00 0.00000000e+00 1.58478605e-03
  0.00000000e+00 0.00000000e+00 1.58478605e-03 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 3.81679389e-03
  1.90839695e-02 0.00000000e+00 7.63358779e-03 1.03053435e-01
  2.29007634e-02 8.28244275e-01 7.63358779e-03 0.00000000e+00
  0.00000000e+00 0.00000000e+00 7.63358779e-03 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 1.49031297e-03 2.08643815e-02 0.00000000e+00
  2.68256334e-02 4.47093890e-03 1.22205663e-01 1.49031297e-02
  0.00000000e+00 7.45156483e-03 8.00298063e-01 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 1.49031297e-03
  0.00000000e+00 0.00000000e+00]
 [1.94174757e-03 0.00000000e+00 1.94174757e-03 1.35922330e-02
  0.00000000e+00 0.00000000e+00 1.94174757e-03 7.76699029e-03
  1.94174757e-03 0.00000000e+00 1.94174757e-03 7.49514563e-01
  1.94174757e-03 7.76699029e-03 1.94174757e-03 1.80582524e-01
  2.71844660e-02 0.00000000e+00]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 4.44444444e-03
  0.00000000e+00 4.44444444e-03 4.44444444e-03 0.00000000e+00
  4.44444444e-03 0.00000000e+00 0.00000000e+00 4.44444444e-03
  9.37777778e-01 0.00000000e+00 4.44444444e-03 0.00000000e+00
  3.55555556e-02 0.00000000e+00]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 2.33644860e-02
  0.00000000e+00 0.00000000e+00 0.00000000e+00 1.40186916e-02
  0.00000000e+00 0.00000000e+00 0.00000000e+00 1.40186916e-02
  9.34579439e-03 4.15887850e-01 0.00000000e+00 2.33644860e-01
  2.89719626e-01 0.00000000e+00]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  1.04166667e-02 5.20833333e-03 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 9.42708333e-01 5.20833333e-03
  3.12500000e-02 5.20833333e-03]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 6.53594771e-03
  0.00000000e+00 0.00000000e+00 6.53594771e-03 1.96078431e-02
  0.00000000e+00 0.00000000e+00 0.00000000e+00 1.96078431e-02
  0.00000000e+00 0.00000000e+00 1.04575163e-01 7.51633987e-01
  5.88235294e-02 3.26797386e-02]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  6.94444444e-03 0.00000000e+00 5.20833333e-01 2.08333333e-02
  3.05555556e-01 1.45833333e-01]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 1.61290323e-02
  2.01612903e-03 0.00000000e+00 2.41935484e-02 2.41935484e-02
  0.00000000e+00 0.00000000e+00 2.01612903e-03 0.00000000e+00
  6.04838710e-03 0.00000000e+00 1.00806452e-02 1.61290323e-02
  2.01612903e-02 8.79032258e-01]]"
