percentage,metric,value
5,loss,1.2064827038592796
5,accuracy,0.6255214097216311
5,f1_score,0.6276483971950557
5,confusion_matrix,"[[6.32157124e-01 1.01531292e-01 2.33022636e-03 0.00000000e+00
  2.39680426e-02 3.16245007e-02 1.49800266e-02 1.93408788e-01]
 [7.09695446e-02 7.22827605e-01 0.00000000e+00 1.11763062e-03
  4.19111484e-03 3.10142498e-02 1.92791282e-02 1.50600726e-01]
 [6.39431616e-02 3.01953819e-02 6.42984014e-01 0.00000000e+00
  2.27353464e-01 8.88099467e-03 1.77619893e-02 8.88099467e-03]
 [1.95848022e-03 7.44222483e-03 0.00000000e+00 9.68272620e-01
  1.56678418e-03 2.35017626e-03 1.84097141e-02 0.00000000e+00]
 [2.77401894e-01 1.43437077e-02 9.01217862e-02 0.00000000e+00
  5.94857916e-01 4.87144790e-03 1.05548038e-02 7.84844384e-03]
 [1.20675784e-03 1.28720837e-02 0.00000000e+00 4.02252615e-04
  4.42477876e-03 4.32421561e-01 5.48672566e-01 0.00000000e+00]
 [2.91390728e-03 1.66887417e-02 0.00000000e+00 0.00000000e+00
  8.74172185e-03 4.10066225e-01 5.58940397e-01 2.64900662e-03]
 [2.00052097e-01 2.12294868e-01 7.81453504e-04 0.00000000e+00
  2.60484501e-03 5.15759312e-02 1.35451941e-02 5.19145611e-01]]"
