percentage,metric,value
40,loss,0.9670222302028905
40,accuracy,0.6779603302970971
40,f1_score,0.67775975575352
40,confusion_matrix,"[[4.71371505e-01 7.55659121e-02 3.32889481e-03 3.32889481e-04
  2.79627164e-02 2.29693742e-02 1.89747004e-02 3.79494008e-01]
 [2.15143895e-02 7.40150880e-01 2.79407656e-04 8.38222967e-04
  1.67644593e-03 2.23526125e-02 3.46465493e-02 1.78541492e-01]
 [8.88099467e-03 2.30905861e-02 8.36589698e-01 0.00000000e+00
  1.01243339e-01 8.88099467e-03 1.77619893e-02 3.55239787e-03]
 [1.17508813e-03 2.74187231e-03 0.00000000e+00 9.68664316e-01
  2.74187231e-03 4.70035253e-03 1.99764982e-02 0.00000000e+00]
 [1.07713126e-01 4.22192152e-02 1.01759134e-01 0.00000000e+00
  7.20162382e-01 3.51826793e-03 1.29905277e-02 1.16373478e-02]
 [4.02252615e-04 4.02252615e-03 0.00000000e+00 4.02252615e-04
  8.04505229e-04 4.47304907e-01 5.46259051e-01 8.04505229e-04]
 [2.11920530e-03 4.23841060e-03 0.00000000e+00 0.00000000e+00
  0.00000000e+00 3.26622517e-01 6.59602649e-01 7.41721854e-03]
 [4.63662412e-02 2.15681167e-01 0.00000000e+00 0.00000000e+00
  7.81453504e-04 2.63089346e-02 1.90153686e-02 6.91846835e-01]]"
