percentage,metric,value
20,loss,1.1808210728058788
20,accuracy,0.7020941516983059
20,f1_score,0.7172023617076893
20,confusion_matrix,"[[8.61517976e-01 2.69640479e-02 2.66311585e-03 0.00000000e+00
  5.32623169e-03 1.26498003e-02 1.59786951e-02 7.49001332e-02]
 [5.19698240e-02 8.10002794e-01 0.00000000e+00 1.39703828e-03
  5.86756077e-03 1.36909751e-02 1.28527522e-02 1.04219056e-01]
 [5.32859680e-03 3.55239787e-03 9.60923623e-01 0.00000000e+00
  5.32859680e-03 1.24333925e-02 1.24333925e-02 0.00000000e+00]
 [0.00000000e+00 2.35017626e-03 0.00000000e+00 9.72581277e-01
  7.83392088e-04 5.09204857e-03 1.91931061e-02 0.00000000e+00]
 [2.20297700e-01 3.24763194e-03 3.70771313e-02 0.00000000e+00
  7.26116373e-01 4.33017591e-03 7.84844384e-03 1.08254398e-03]
 [2.01126307e-03 2.01126307e-03 1.20675784e-03 2.41351569e-03
  5.22928399e-03 4.01045857e-01 5.85277554e-01 8.04505229e-04]
 [6.09271523e-03 1.24503311e-02 2.38410596e-03 7.94701987e-04
  1.37483444e-01 3.33245033e-01 5.06754967e-01 7.94701987e-04]
 [1.57853608e-01 1.97707736e-01 5.20969002e-04 5.20969002e-04
  3.12581401e-03 6.51211253e-03 1.09403490e-02 6.22818442e-01]]"
