percentage,metric,value
40,loss,0.4334690969827484
40,accuracy,0.8278716216216216
40,f1_score,0.8250144413659427
40,confusion_matrix,"[[7.86602871e-01 1.05263158e-01 9.09090909e-02 5.74162679e-03
  1.05263158e-02 9.56937799e-04]
 [2.32861806e-01 7.09466812e-01 4.35255713e-02 3.26441785e-03
  1.08813928e-02 0.00000000e+00]
 [2.09733488e-01 6.95249131e-02 7.18424102e-01 1.15874855e-03
  1.15874855e-03 0.00000000e+00]
 [5.06072874e-03 3.03643725e-03 0.00000000e+00 9.68623482e-01
  2.32793522e-02 0.00000000e+00]
 [1.40581068e-02 1.59325211e-02 9.37207123e-04 2.04311153e-01
  7.64761012e-01 0.00000000e+00]
 [9.63391137e-04 0.00000000e+00 9.63391137e-04 1.92678227e-03
  0.00000000e+00 9.96146435e-01]]"
