percentage,metric,value
60,loss,0.4747179483642449
60,accuracy,0.8731418918918918
60,f1_score,0.8706637432927207
60,confusion_matrix,"[[9.59808612e-01 2.20095694e-02 1.62679426e-02 0.00000000e+00
  0.00000000e+00 1.91387560e-03]
 [1.19695321e-02 9.48857454e-01 3.69967356e-02 0.00000000e+00
  2.17627856e-03 0.00000000e+00]
 [3.01274623e-02 2.31749710e-02 9.45538818e-01 0.00000000e+00
  1.15874855e-03 0.00000000e+00]
 [6.07287449e-03 2.02429150e-03 0.00000000e+00 9.49392713e-01
  4.04858300e-02 2.02429150e-03]
 [1.87441425e-03 8.43486410e-03 3.74882849e-03 5.13589503e-01
  4.72352390e-01 0.00000000e+00]
 [0.00000000e+00 9.63391137e-04 0.00000000e+00 9.63391137e-04
  0.00000000e+00 9.98073218e-01]]"
